branch_id,brand,branch,bill_no,ref_no,quanty,price_paid,raw_price,cost,posted,emp_no,del_code,prc_adj,two4one,disc_no,prc_lvl,prc_lvl0,iscoupon,item_adj,vat_adj,disc_adj,pricemult,invmult,gd_no,send_time,adj_no,refundflag,cou_rec,coupitem,hash_stat,ord_date,ord_time,spec_inst
83,Manam,Manam SM Cebu,2799,MNM0000291,1,268.0,239.29,239.29,False,100490,0,False,False,GRABPWD 60,0,0,False,0,-25.42,30.75,1,1,0,10:15:37.397,0,False,0,False,0,2025-07-01,10:15:37.397,0.0
83,Manam,Manam SM Cebu,2799,MNMMOD0006,1,0.0,0.0,0.0,False,100490,0,False,False,GRABPWD 60,0,0,False,0,0.0,0.0,1,1,0,10:15:37.397,0,False,0,False,0,2025-07-01,10:15:37.397,0.0
83,Manam,Manam SM Cebu,2799,MNMMOD0008,1,0.0,0.0,0.0,False,100490,0,False,False,GRABPWD 60,0,0,False,0,0.0,0.0,1,1,0,10:15:37.397,0,False,0,False,0,2025-07-01,10:15:37.397,0.0
83,Manam,Manam SM Cebu,2799,MNM0000073,1,255.0,227.68,227.68,False,100490,0,False,False,GRABPWD 60,0,0,False,0,-24.19,29.25,1,1,0,10:15:37.397,0,False,0,False,0,2025-07-01,10:15:37.397,0.0
83,Manam,Manam SM Cebu,2800,MNM0000209,1,220.0,196.43,196.43,False,100490,0,False,False,nan,0,0,False,0,-23.57,0.0,1,1,0,10:17:33.05,0,False,0,False,0,2025-07-01,10:17:33.05,0.0
83,Manam,Manam SM Cebu,2800,MNM0000292,1,308.0,275.0,275.0,False,100490,0,False,False,nan,0,0,False,0,-33.0,0.0,1,1,0,10:17:33.05,0,False,0,False,0,2025-07-01,10:17:33.05,0.0
83,Manam,Manam SM Cebu,2800,MNMMOD0007,1,0.0,0.0,0.0,False,100490,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,10:17:33.05,0,False,0,False,0,2025-07-01,10:17:33.05,0.0
83,Manam,Manam SM Cebu,2800,MNM0000286,1,298.0,266.07,266.07,False,100490,0,False,False,nan,0,0,False,0,-31.93,0.0,1,1,0,10:17:33.05,0,False,0,False,0,2025-07-01,10:17:33.05,0.0
83,Manam,Manam SM Cebu,2800,MNMMOD0007,1,0.0,0.0,0.0,False,100490,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,10:17:33.05,0,False,0,False,0,2025-07-01,10:17:33.05,0.0
83,Manam,Manam SM Cebu,2800,MNMMOD0009,1,0.0,0.0,0.0,False,100490,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,10:17:33.05,0,False,0,False,0,2025-07-01,10:17:33.05,0.0
83,Manam,Manam SM Cebu,2801,MNM0000067,1,215.0,191.96,191.96,False,100490,0,False,False,nan,0,0,False,0,-23.04,0.0,1,1,0,10:20:32.727,0,False,0,False,0,2025-07-01,10:20:32.727,0.0
83,Manam,Manam SM Cebu,2801,MNM0000085,1,315.0,281.25,281.25,False,100490,0,False,False,nan,0,0,False,0,-33.75,0.0,1,1,0,10:20:32.727,0,False,0,False,0,2025-07-01,10:20:32.727,0.0
83,Manam,Manam SM Cebu,2802,MNM0000302,1,1625.0,1450.89,1450.89,False,100490,0,False,False,nan,0,0,False,0,-174.11,0.0,1,1,0,10:26:58.62,0,False,0,False,0,2025-07-01,10:26:58.62,0.0
83,Manam,Manam SM Cebu,2802,MNM0000309,1,555.0,495.54,495.54,False,100490,0,False,False,nan,0,0,False,0,-59.46,0.0,1,1,0,10:26:58.62,0,False,0,False,0,2025-07-01,10:26:58.62,0.0
83,Manam,Manam SM Cebu,2802,MNM0000308,1,950.0,848.21,848.21,False,100490,0,False,False,nan,0,0,False,0,-101.79,0.0,1,1,0,10:26:58.62,0,False,0,False,0,2025-07-01,10:26:58.62,0.0
83,Manam,Manam SM Cebu,2804,MNM0000196,1,85.0,75.89,75.89,False,100490,0,False,False,nan,0,0,False,0,-9.11,0.0,1,1,0,10:16:27.913,0,False,0,False,0,2025-07-01,10:16:27.913,0.0
83,Manam,Manam SM Cebu,2804,MNM0000071,1,650.0,580.36,580.36,False,100490,0,False,False,nan,0,0,False,0,-69.64,0.0,1,1,0,10:16:27.913,0,False,0,False,0,2025-07-01,10:16:27.913,0.0
83,Manam,Manam SM Cebu,2804,MNM0000139,1,225.0,200.89,200.89,False,100490,0,False,False,nan,0,0,False,0,-24.11,0.0,1,1,0,10:16:27.913,0,False,0,False,0,2025-07-01,10:16:27.913,0.0
83,Manam,Manam SM Cebu,2804,MNM0000166,1,175.0,156.25,156.25,False,100490,0,False,False,nan,0,0,False,0,-18.75,0.0,1,1,0,10:16:27.913,0,False,0,False,0,2025-07-01,10:16:27.913,0.0
83,Manam,Manam SM Cebu,2808,MNM0000293,1,278.0,248.21,248.21,False,102267,0,False,False,nan,0,0,False,0,-29.79,0.0,1,1,0,11:10:39.837,0,False,0,False,0,2025-07-01,11:10:39.837,0.0
83,Manam,Manam SM Cebu,2808,MNMMOD0006,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:10:39.837,0,False,0,False,0,2025-07-01,11:10:39.837,0.0
83,Manam,Manam SM Cebu,2808,MNMMOD0009,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:10:39.837,0,False,0,False,0,2025-07-01,11:10:39.837,0.0
83,Manam,Manam SM Cebu,2809,MNM0000068,1,380.0,339.29,339.29,False,102267,0,False,False,nan,0,0,False,0,-40.71,0.0,1,1,0,11:11:54.817,0,False,0,False,0,2025-07-01,11:11:54.817,0.0
83,Manam,Manam SM Cebu,2809,MNM0000085,1,315.0,281.25,281.25,False,102267,0,False,False,nan,0,0,False,0,-33.75,0.0,1,1,0,11:11:54.817,0,False,0,False,0,2025-07-01,11:11:54.817,0.0
83,Manam,Manam SM Cebu,2809,MNM0000076,1,170.0,151.79,151.79,False,102267,0,False,False,nan,0,0,False,0,-18.21,0.0,1,1,0,11:11:54.817,0,False,0,False,0,2025-07-01,11:11:54.817,0.0
83,Manam,Manam SM Cebu,2810,MNM0000295,1,358.0,319.64,319.64,False,102267,0,False,False,nan,0,0,False,0,-38.36,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNMMOD0006,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNMMOD0008,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNM0000291,1,268.0,239.29,239.29,False,102267,0,False,False,nan,0,0,False,0,-28.71,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNMMOD0007,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNMMOD0008,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNM0000294,1,318.0,283.93,283.93,False,102267,0,False,False,nan,0,0,False,0,-34.07,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNMMOD0006,1,0.0,0.0,0.0,False,102267,0,False,False,nan,0,0,False,0,0.0,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2810,MNM0000013,1,200.0,178.57,178.57,False,102267,0,False,False,nan,0,0,False,0,-21.43,0.0,1,1,0,11:13:46.243,0,False,0,False,0,2025-07-01,11:13:46.243,0.0
83,Manam,Manam SM Cebu,2811,MNM0000015,1,635.0,566.96,566.96,False,108006,0,False,False,nan,0,0,False,0,-68.04,0.0,1,1,0,11:11:40.073,0,False,0,False,0,2025-07-01,11:11:40.073,0.0
83,Manam,Manam SM Cebu,2811,MNM0000050,1,415.0,370.54,370.54,False,108006,0,False,False,nan,0,0,False,0,-44.46,0.0,1,1,0,11:11:40.073,0,False,0,False,0,2025-07-01,11:11:40.073,0.0
83,Manam,Manam SM Cebu,2811,MNM0000068,1,380.0,339.29,339.29,False,108006,0,False,False,nan,0,0,False,0,-40.71,0.0,1,1,0,11:11:40.073,0,False,0,False,0,2025-07-01,11:11:40.073,0.0
